id,question,cot,answer,unit,cot_final_value,answer_value,cot_final_unit,answer_unit,value_match,unit_match,match
NL021,"A parallel-plate capacitor with C = 40 μF is charged to 100 V and then isolated. After that, the plates are moved apart, causing the capacitance to decrease to 20 μF. Calculate the energy stored in the electric field (mJ) after the change.","Step 1: The mathematical relationship defining the initial charge stored on the isolated capacitor is Q = C_1 × U_1, where C_1 represents the initial capacitance and U_1 represents the initial voltage.
Step 2: Substituting the explicitly specified parameters C_1 = 40 × 10^-6 F and U_1 = 100 V yields Q = 40 × 10^-6 × 100 C, which mathematically simplifies to a constant charge of 4 × 10^-3 C.
Step 3: The energy stored in the electric field after the capacitance changes is defined by the relationship E_2 = Q^2 / (2 × C_2), where E_2 represents the final energy and C_2 represents the final capacitance.
Step 4: Substituting the derived constant charge Q = 4 × 10^-3 C and the specified final capacitance C_2 = 20 × 10^-6 F yields E_2 = (4 × 10^-3)^2 / (2 × 20 × 10^-6) J = 0.4 J = 400 mJ.",400,mJ,400.0,400.0,J,mJ,True,False,False
NL022,"A capacitor has an initial energy of 1.6 mJ when U = 80 V. If U is reduced to 40 V, what will be the remaining electrical field energy (mJ)?","Step 1: The initial energy stored in the capacitor is E₁ = 1.6 mJ = 1.6 × 10⁻³ J at an initial voltage U₁ = 80 V.
Step 2: The relationship between energy (E), capacitance (C), and voltage (U) for a capacitor is E = (1/2)CU².
Step 3: Since the capacitance C remains constant, we can express C using the initial conditions: C = 2E₁ / U₁².
Step 4: The final energy E₂ at the reduced voltage U₂ = 40 V can be found using E₂ = (1/2)CU₂² = (1/2) × (2E₁ / U₁²) × U₂² = (1/2) × (2 × 1.6 × 10⁻³ / 80²) × 40² = 4 × 10⁻⁴ J = 0.40 mJ.",0.40,mJ,0.4,0.4,J,mJ,True,False,False
NL023,"An inductor has a magnetic field energy of 2.0 mJ. If the current is halved, what is the remaining energy (mJ)?","Step 1: The mathematical relationship defining the magnetic field energy stored in an inductor is E_1 = 0.5 × L × I_1^2, where E_1 represents the initial energy, L represents the inductance, and I_1 represents the initial current.
Step 2: The current is specified to be halved, mathematically establishing the new current parameter as I_2 = 0.5 × I_1.
Step 3: The remaining stored energy E_2 is defined by the relationship E_2 = 0.5 × L × I_2^2. Substituting the established parameter I_2 yields E_2 = 0.5 × L × (0.5 × I_1)^2, which mathematically simplifies to E_2 = 0.25 × (0.5 × L × I_1^2) = 0.25 × E_1.
Step 4: Substituting the explicitly specified initial energy E_1 = 2.0 mJ into the derived proportional relationship yields E_2 = 0.25 × 2.0 mJ = 0.50 mJ.",0.50,mJ,0.5,0.5,,mJ,True,False,False
NL024,"A capacitor C = 25 μF is charged at U = 120 V. After that, it is connected to an inductor. Calculate the total oscillation energy (mJ).","Step 1: The total oscillation energy in an ideal LC circuit is mathematically equivalent to the initial maximum electrical energy stored in the completely charged capacitor prior to its connection to the inductor.
Step 2: The mathematical relationship defining the maximum energy stored in the capacitor is E = 0.5 × C × U^2, where E represents the total energy, C represents the capacitance, and U represents the initial charging voltage.
Step 3: Substituting the explicitly specified parameters C = 25 × 10^-6 F and U = 120 V into the energy relationship yields E = 0.5 × (25 × 10^-6) × 120^2 J.
Step 4: Evaluating the mathematical expression yields E = 0.5 × 25 × 10^-6 × 14400 J = 0.18 J = 180.00 mJ.",180.00,mJ,180.0,180.0,J,mJ,True,False,False
NL025,"In a harmonically oscillating LC circuit, when the current is maximum, where is the energy stored?","Step 1: The total electromagnetic energy in an ideal LC oscillating circuit is conserved and continuously transitions between the capacitor and the inductor, mathematically defined by the equation E = E_C + E_L.
Step 2: The instantaneous energy stored within the inductor is governed by the relationship E_L = 0.5 × L × I^2, where L represents the inductance and I represents the instantaneous current.
Step 3: When the instantaneous current reaches its maximum amplitude I = I_0, the magnetic field energy maximizes at E_L = 0.5 × L × I_0^2, which mathematically equates to the total available electromagnetic energy E.
Step 4: Because the total energy is completely conserved and E_L = E at this instant, the remaining electric field energy E_C must mathematically evaluate to zero. The final calculated result establishes that all energy is entirely stored in the magnetic field of the inductor.",all energy is entirely stored in the magnetic field of the inductor,—,4.0,,,—,False,False,False
NL026,"In an ideal LC circuit, when the current is zero, where is the energy entirely stored?","Step 1: In an ideal LC circuit, energy oscillates between the inductor (magnetic energy) and the capacitor (electric energy).
Step 2: The energy stored in an inductor is given by E_L = (1/2)LI^2, where L is inductance and I is current.
Step 3: The question states that the current (I) is zero.
Step 4: If I = 0, then the energy stored in the inductor (E_L) is zero. Therefore, all energy is entirely stored in the electric field of the capacitor.",all energy is entirely stored in the electric field of the capacitor,—,0.0,,,—,False,False,False
NL028,An inductor has magnetic field energy of 5 mJ and a current of 2 A. Calculate the inductance (H).,"Step 1: Identify the given values from the question: magnetic field energy U = 5 mJ and current I = 2 A.
Step 2: Convert the energy to Joules: E = 5 x 10^-3 J.
Step 3: Recall the formula for energy stored in an inductor: E = (1/2) × L × I^2.
Step 4: Rearrange the formula to solve for inductance L: L = 2E / I^2 = 0.0025 H.",0.0025,H,0.0025,0.0025,J,H,True,False,False
NL029,"A capacitor has C = 30 μF, voltage U = 90 V. Calculate the stored electric field energy (mJ).","Step 1: Identify the given values from the question.
Step 2: The capacitance (C) is 30 μF and the voltage (U) is 90 V.
Step 3: Convert the capacitance from microfarads to farads: C = 30 × 10⁻⁶ F.
Step 4: Recall the formula for the energy (E) stored in a capacitor: E = ½CU² = 0.1215 J = 121.50 mJ.",121.50,mJ,121.5,121.5,J,mJ,True,False,False
NL030,"An LC circuit is oscillating. When the electric field energy equals the magnetic field energy, what percentage () of the peak current is the instantaneous current (round the result to one decimal place)?","Step 1: The total electromagnetic energy in an ideal oscillating LC circuit is conserved and mathematically defined as the sum of the instantaneous electric field energy and magnetic field energy, expressed by the equation E = E_C + E_L.
Step 2: The instantaneous magnetic field energy is defined by E_L = 0.5 × L × i^2, and the total circuit energy equates to the maximum magnetic energy E = 0.5 × L × I_0^2, where L represents inductance, i represents instantaneous current, and I_0 represents peak current.
Step 3: The specified condition establishes that the electric field energy equals the magnetic field energy, mathematically expressed as E_C = E_L, which simplifies the total energy conservation equation to W = 2 × W_L.
Step 4: Substituting the respective energy equations yields 0.5 × L × I_0^2 = 2 × (0.5 × L × i^2), which algebraically simplifies to the mathematical ratio i / I_0 = 1 / sqrt(2). Evaluating this expression establishes a final calculated percentage of 50 × sqrt(2)%, which is approximately 70.7%.",70.7,%,70.7,70.7,W,%,True,False,False
NL031,A capacitor with capacitance C = 60 μF is charged to U = 150 V. Calculate the electric field energy (mJ) in the capacitor.,"Step 1: The given capacitance of the capacitor is C = 60 μF.
Step 2: The given voltage across the capacitor is U = 150 V.
Step 3: Convert the capacitance from microfarads to farads: C = 60 × 10⁻⁶ F.
Step 4: The formula for the electric field energy (E) stored in a capacitor is E = (1/2)CU² = 0.675 J = 675.00 mJ.",675.00,mJ,675.0,675.0,J,mJ,True,False,False
NL033,An inductor has an inductance L = 0.15 H and a current of 2.5 A. Calculate the stored magnetic field energy (mJ).,"Step 1: Identify the given values: Inductance L = 0.15 H and current I = 2.5 A.
Step 2: Recall the formula for the energy stored in an inductor: E = 0.5 × L × I^2.
Step 3: Substitute the given values into the formula: E = 0.5 × 0.15 H × (2.5 A)^2.
Step 4: The final calculated value of E: E = 0.46875 J = 468.75 mJ.",468.75,mJ,468.75,468.75,J,mJ,True,False,False
NL034,A capacitor stores energy of 1 mJ when the voltage across it is 100 V. Calculate its capacitance (μF).,"Step 1: Identify the given energy stored in the capacitor E = 1 mJ and the voltage across it U = 100 V.
Step 2: Convert the energy from millijoules (mJ) to joules (J). E = 1 mJ = 1 × 10^-3 J.
Step 3: Recall the formula for the energy stored in a capacitor: E = (1/2) × C × U^2.
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / U^2 = 2 × 10^-7 F = 0.20 μF.",0.20,μF,0.2,0.2,F,μF,True,False,False
NL035,An inductor has a current of 1 A and an energy of 0.9 mJ. Calculate its inductance (H).,"Step 1: Identify the given values for current I = 1 A and energy E = 0.9 mJ from the question.
Step 2: Convert the energy from milliJoules (mJ) to Joules (J): E = 0.9 x 10^-3 J.
Step 3: Recall the formula for the energy stored in an inductor: E = (1/2) × L × I^2, where L is the inductance.
Step 4: Rearrange the formula to solve for inductance (L): L = 2E / I^2 = 0.0018 H.",0.0018,H,0.0018,0.0018,J,H,True,False,False
NL036,"A capacitor C = 45 μF, U = 60 V. Calculate the stored electric field energy (mJ).","Step 1: Identify the given values from the question: Capacitance (C) = 45 μF and Voltage (U) = 60 V.
Step 2: Recall the formula for the energy (E) stored in a capacitor: E = (1/2)CU².
Step 3: Convert the capacitance from microfarads to farads: C = 45 × 10⁻⁶ F.
Step 4: Substitute the values into the formula: E = (1/2) × (45 × 10⁻⁶ F) × (60 V)² = 0.081 J = 81.00 mJ.",81.00,mJ,81.0,81.0,J,mJ,True,False,False
NL037,An inductor has a magnetic field energy of 0.2 mJ when the current is 0.2 A. Calculate the inductance (H).,"Step 1: Identify the given magnetic field energy E = 0.2 mJ and current I = 0.2 A.
Step 2: Convert the energy from milliJoules to Joules: E = 0.2 mJ = 0.2 × 10^-3 J.
Step 3: State the formula for inductance ($L$) derived from the energy stored in an inductor: L = 2E / I^2.
Step 4: Substitute the given values into the formula: L = 2 × 0.2 × 10^-3 / 0.2^2 = 0.01 H.",0.01,H,0.01,0.01,J,H,True,False,False
NL038,"A capacitor has an energy of 0.6 mJ when the voltage is 30 V. Calculate the capacitance (unit: μF, round the result to two decimal places).","Step 1: Identify the given values from the question: Energy (E) = 0.6 mJ = 0.6 × 10^-3 J and Voltage (U) = 30 V.
Step 2: Recall the formula for the energy stored in a capacitor: E = (1/2)CU^2.
Step 3: Rearrange the formula to solve for capacitance (C): C = 2E / U^2.
Step 4: Substitute the given values into the formula: C = 2 × 0.6 × 10^-3 / 30^2 ≈ 1.33 μF.",1.33,μF,1.33,1.33,C,μF,True,False,False
NL039,"In an oscillating LC circuit, when the electric field energy is 1/4 of the total energy, what percentage (%) of the maximum current is the instantaneous current (round the result to one decimal place)?","Step 1: The total electromagnetic energy in an ideal oscillating LC circuit is conserved and mathematically defined as the sum of the instantaneous electric field energy and magnetic field energy, expressed by the equation E = E_C + E_L.
Step 2: The instantaneous electric field energy is specified as E_C = 0.25 × E, which simplifies the total energy conservation equation to E_L = E - 0.25 × E, establishing the instantaneous magnetic field energy as E_L = 0.75 × E.
Step 3: The instantaneous magnetic field energy is mathematically defined by E_L = 0.5 × L × i^2, and the total circuit energy equates to the maximum magnetic energy E = 0.5 × L × I_0^2, where L represents inductance, i represents instantaneous current, and I_0 represents maximum current.
Step 4: Substituting the respective energy equations into the proportional relationship yields 0.5 × L × i^2 = 0.75 × (0.5 × L × I_0^2), which algebraically simplifies to the mathematical ratio i / I_0 = sqrt(3) / 2. Evaluating this expression establishes a final calculated percentage of 50 × sqrt(3)%, which is approximately 86.6%.",86.6,%,86.6,86.6,,%,True,False,False
NL040,"An inductor has L = 0.08 H, and a current of 1.5 A. Calculate the magnetic field energy (mJ).","Step 1: Identify the given values from the question. The inductance (L) is 0.08 H, and the current (I) is 1.5 A.
Step 2: Recall the formula for the magnetic field energy (E_B) stored in an inductor: E_B = (1/2) × L × I^2.
Step 3: Substitute the given values into the formula: E_B = (1/2) × (0.08 H) × (1.5 A)^2.
Step 4: The final calculated value of E_B: E_B = 0.09 J = 90.00 mJ.",90.00,mJ,90.0,90.0,J,mJ,True,False,False
NL081,"A capacitor has C = 100 μF, U = 50 V. Calculate the electric field energy (mJ) in the capacitor.","Step 1: Identify the given values from the question: Capacitance (C) = 100 μF and Voltage (U) = 50 V.
Step 2: Convert the capacitance to Farads: C = 100 × 10⁻⁶ F.
Step 3: Recall the formula for the electric field energy (W) stored in a capacitor: W = ½ × C × U².
Step 4: Substitute the given values into the formula: W = ½ × (100 × 10⁻⁶ F) × (50 V)² = 0.125 J = 125.00 mJ.",125.00,mJ,125.0,125.0,J,mJ,True,False,False
NL082,"An inductor has an inductance L = 0.1 H, and a current of 4 A flows through it. Calculate the stored magnetic energy (mJ).","Step 1: Identify the given inductance (L) from the question.
Step 2: Identify the given current (I) from the question.
Step 3: Recall the formula for the magnetic energy (E) stored in an inductor: E = (1/2) × L × I^2.
Step 4: Substitute the given values L = 0.1 H and I = 4 A into the formula. The final calculated value of E: E = 0.8 J = 800.00 mJ.",800.00,mJ,800.0,800.0,J,mJ,True,False,False
NL083,A capacitor is charged with 1.25 mJ of electrical energy and the voltage across it is 25 V. Calculate the capacitance (μF).,"Step 1: Identify the given electrical energy (E) as 1.25 mJ and the voltage (V) as 25 V.
Step 2: Convert the energy from millijoules (mJ) to joules (J): 1.25 mJ = 1.25 × 10⁻³ J.
Step 3: Recall the formula for the energy stored in a capacitor: E = (1/2)CV².
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / V² = 4.00 μF.",4.00,μF,4.0,4.0,C,μF,True,False,False
NL084,An inductor has a current of 3 A and a magnetic field energy of 2.7 mJ. Calculate the inductance L (H).,"Step 1: Identify the given magnetic field energy (E) as 2.7 mJ and the current (I) as 3 A.
Step 2: Convert the energy from millijoules (mJ) to joules (J): 2.7 mJ = 2.7 × 10⁻³ J.
Step 3: Recall the formula for the energy stored in an inductor: E = (1/2)LI².
Step 4: Rearrange the formula to solve for inductance (L): L = 2E / I² = 0.0006 H.",0.0006,H,0.0006,0.0006,J,H,True,False,False
NL087,A capacitor C = 22 μF is charged to U = 90 V. Calculate the electric field energy (mJ).,"Step 1: Identify the given values: capacitance C = 22 μF and voltage U = 90 V.
Step 2: Convert the capacitance from microfarads to farads: C = 22 × 10⁻⁶ F.
Step 3: Recall the formula for the energy (E) stored in a capacitor: E = (1/2) × C × U².
Step 4: Substitute the values into the formula: E = (1/2) × (22 × 10⁻⁶ F) × (90 V)² = 0.0891 J = 89.10 mJ.",89.10,mJ,89.1,89.1,J,mJ,True,False,False
NL088,An inductor has a current of 2 A and an inductance of 0.5 H. Calculate the magnetic energy (mJ).,"Step 1: Identify the given values from the question. The current (I) is 2 A and the inductance (L) is 0.5 H.
Step 2: Recall the formula for the magnetic energy (E_B) stored in an inductor, which is E_B = (1/2) × L × I^2.
Step 3: Substitute the given values into the formula: E_B = (1/2) × (0.5 H) × (2 A)^2.
Step 4: The final calculated value of E_B: E_B = 1 J = 1000.00 mJ.",1000.00,mJ,1000.0,1000.0,J,mJ,True,False,False
NL089,A capacitor has an electric field energy of 0.8 mJ when U = 80 V. Calculate the capacitance (μF).,"Step 1: Identify the given values: energy stored (E) = 0.8 mJ and voltage (U) = 80 V.
Step 2: Convert the energy from millijoules to joules: E = 0.8 × 10⁻³ J.
Step 3: Recall the formula for the energy stored in a capacitor: E = (1/2)CU², where C is the capacitance.
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / U² = 0.25 μF.",0.25,μF,0.25,0.25,C,μF,True,False,False
NL091,A capacitor with a capacitance of 10 μF is charged to 200 V and then isolated. The voltage then decreases to 100 V. What percentage (%) of the initial energy remains?,"Step 1: The electric field energy stored in a capacitor is mathematically defined by the fundamental equation E_C = 1/2 × C × U^2, where C represents capacitance and U represents voltage.
Step 2: The initial electric field energy E_C1 is established by the explicitly provided capacitance C = 10 × 10^-6 F and initial voltage U_1 = 200 V, yielding the mathematical expression E_C1 = 1/2 × (10 × 10^-6) × (200)^2.
Step 3: The final electric field energy E_C2 following the voltage decrease is established by the identical capacitance and the final voltage U_2 = 100 V, yielding the mathematical expression E_C2 = 1/2 × (10 × 10^-6) × (100)^2.
Step 4: The percentage of remaining initial energy is mathematically defined by the proportional ratio (E_C2 / E_C1) × 100, which algebraically simplifies to ((100)^2 / (200)^2) × 100. The final determined percentage of the initial energy that remains is 25%.",25,%,25.0,25.0,V,%,True,False,False
